Invoice,Recency,Frequency,Monetary,Cluster
532572,28,44,161.35,0
532573,28,17,291.79,0
532574,28,27,184.66,0
532575,28,1,15.299999999999999,1
532576,28,16,176.7,0
532578,28,20,106.05,0
532579,28,5,125.94,1
532580,28,8,144.6,0
532581,28,9,359.24,0
532584,28,3,280.32,1
532587,28,34,289.58,0
532588,28,1,90.0,1
532589,28,2,444.5,0
532590,28,1,202.5,1
532591,28,5,732.0,0
532592,28,1,135.0,1
532593,28,19,538.4,0
532594,28,19,308.70000000000005,0
532595,28,27,180.51,0
532598,28,1,16.35,1
532599,28,9,441.88,0
532606,28,44,395.32,0
532607,28,34,761.6,0
532608,28,1,0.5,1
532609,28,14,300.22,0
532610,28,2,96.45,1
532612,28,34,284.24,0
532614,28,37,435.85,0
532615,28,28,287.21999999999997,0
532616,28,49,586.66,0
532618,28,54,530.11,0
532626,28,32,549.87,0
532629,28,25,643.71,0
532634,28,7,317.73,0
532636,28,29,509.9,0
532637,28,1,15.0,1
532638,28,9,158.96,0
532639,28,10,338.68,0
532641,28,6,162.82,0
532643,28,1,612.0,1
532644,28,1,4.25,1
532646,26,7,100.45,1
532647,26,26,284.5,0
532648,26,1,264.0,1
532649,26,1,17.9,1
532650,26,4,311.87,0
532651,26,7,188.67000000000002,0
532652,26,2,84.60000000000001,1
532653,26,18,318.04,0
532654,26,25,237.84,0
532655,26,26,307.43,0
532656,26,14,330.88,0
532657,26,32,372.0,0
532658,26,1,163.2,1
532660,26,19,395.17,0
532661,26,39,250.5,0
532662,26,39,372.2,0
532664,26,26,132.83,0
532666,26,55,190.05,0
532667,26,49,164.87,0
532668,26,9,176.1,0
532669,26,55,344.18,0
532670,26,8,157.63,0
532672,26,21,309.16,0
532673,26,31,172.25,0
532674,26,45,185.04,0
532678,26,21,344.0,0
532679,26,58,319.51,0
532681,26,55,190.25,0
532682,26,24,171.58,0
532692,26,16,169.65,0
532699,26,15,254.91,0
532711,26,7,269.1,0
532719,26,18,481.3,0
532723,26,16,333.82,0
532725,26,42,705.61,0
532738,26,29,294.29,0
532741,26,5,511.0,0
532745,26,18,112.45,0
532746,26,21,588.11,0
532747,26,16,186.7,0
532748,26,26,265.25,0
532750,26,24,333.3,0
532751,26,2,50.400000000000006,1
532752,26,19,327.99,0
532753,26,7,144.0,0
532754,26,26,252.85,0
532756,26,50,839.36,0
532757,26,51,145.54,0
532758,26,15,463.81,0
532759,26,20,246.64999999999998,0
532760,26,8,54.6,1
532761,26,15,244.19,0
532762,26,18,421.8,0
532763,26,30,151.51,0
532794,26,4,82.65,1
532795,26,5,201.15,0
532796,26,11,307.45,0
532800,26,1,33.9,1
532802,26,28,119.57000000000001,0
532803,26,10,166.6,0
532804,26,29,252.44,0
532805,26,4,72.6,1
532806,26,10,180.78,0
532808,26,49,298.04,0
532809,26,58,244.73,0
532811,26,13,308.67,0
532812,26,2,25.42,1
532813,26,20,383.33,0
532814,26,8,233.37,0
532815,26,2,75.6,1
532816,26,23,321.91,0
532818,26,16,43.44,1
532824,25,16,268.5,0
532825,25,5,66.15,1
532827,25,9,79.14,1
532828,25,12,159.94,0
532844,25,4,241.7,0
532846,25,13,269.15000000000003,0
532849,25,16,507.6,0
532850,25,16,171.1,0
532851,25,1,6.75,1
532856,25,17,128.6,0
532871,25,16,246.9,0
532892,25,17,324.81,0
532896,25,8,164.18,0
532901,25,28,684.4200000000001,0
532905,25,53,274.29,0
532935,25,23,669.25,0
532950,25,15,329.62,0
532951,25,2,83.0,1
532952,25,2,70.6,1
532954,25,3,49.0,1
532957,25,13,140.75,0
532959,25,21,306.82,0
532960,25,1,121.67999999999999,1
532962,25,1,68.0,1
532966,25,44,243.69,0
532968,25,21,320.01,0
532969,25,53,254.13,0
532971,25,9,166.05,0
532972,25,22,153.05,0
532973,25,29,161.22,0
532974,25,7,144.9,0
532975,25,1,252.0,1
532976,25,18,152.15,0
532977,25,34,216.23,0
532978,25,42,262.4,0
532979,25,57,217.44,0
532980,25,21,346.73,0
532981,25,14,261.06,0
532982,25,9,110.5,0
532984,25,9,152.2,0
532985,25,39,402.59999999999997,0
532986,25,23,250.2,0
532988,25,2,33.8,1
532989,25,53,462.97,0
532990,25,53,491.23,0
532991,25,5,282.12,0
532992,25,6,83.85,1
532994,25,28,371.35,0
532995,25,25,276.27,0
532996,25,1,17.0,1
532997,25,24,92.85,0
532998,25,4,504.0,0
532999,25,13,286.72,0
533001,25,21,364.40000000000003,0
533003,25,40,233.25,0
533005,25,18,109.0,0
533006,25,22,211.8,0
533007,25,9,50.9,1
533008,25,2,3.9,1
533010,25,17,550.45,0
533012,25,24,398.5,0
533013,25,7,150.6,0
533022,25,33,134.43,0
533025,25,18,326.61,0
533026,25,11,271.77,0
533028,25,1,569.9,1
533038,25,6,156.75,0
533041,25,16,132.12,0
533053,25,56,641.4,0
533057,25,5,72.47999999999999,1
533058,25,1,75.60000000000001,1
533059,25,2,186.60000000000002,1
533060,25,1,325.44,1
533063,25,15,218.1,0
533064,25,50,483.29,0
533066,25,40,243.35,0
533069,25,33,239.93,0
533070,25,56,493.15000000000003,0
533071,25,1,30.0,1
533072,25,12,35.62,1
533073,25,5,26.25,1
533075,24,2,616.25,0
533076,24,3,141.6,1
533077,24,4,142.9,1
533078,24,6,765.9,0
533079,24,11,235.25,0
533080,24,42,849.0699999999999,0
533082,24,18,143.55,0
533083,24,28,749.8,0
533084,24,6,171.06,0
533085,24,15,111.89,0
533086,24,4,96.9,1
533087,24,10,204.0,0
533089,24,2,44.9,1
533091,24,20,408.25,0
533092,24,23,360.86,0
533093,24,13,268.84,0
533094,24,2,548.64,0
533095,24,10,164.39,0
533096,24,34,666.57,0
533097,24,10,288.8,0
533098,24,5,403.79999999999995,0
533101,24,2,271.0,1
533102,24,46,197.27,0
533103,24,16,198.79999999999998,0
533104,24,22,417.8,0
533105,24,1,17.700000000000003,1
533106,24,37,710.1,0
533110,24,1,175.2,1
533112,24,32,177.1,0
533113,24,39,168.51,0
533115,24,20,412.54,0
533123,24,5,247.86,0
533127,24,21,355.15000000000003,0
533128,24,12,242.49,0
533130,24,8,128.3,0
533131,24,2,48.75,1
533132,24,16,218.63000000000002,0
533134,24,45,825.94,0
533135,24,3,39.35,1
533137,24,27,74.04,0
533138,24,10,439.6,0
533139,24,21,76.03999999999999,0
533141,24,19,64.89,0
533142,24,13,151.08,0
533144,24,17,389.3,0
533146,24,3,281.7,1
533147,24,4,197.20000000000002,1
533148,24,22,462.08,0
533149,24,22,185.76,0
533152,24,48,329.43,0
533156,24,10,188.25,0
533158,24,23,298.18,0
533160,24,29,499.9,0
533161,24,34,525.97,0
533162,24,1,850.0,0
533186,24,5,87.92,1
533188,24,14,301.45,0
533206,24,3,112.8,1
533211,24,3,553.2,0
533254,24,1,306.0,1
533262,24,1,302.40000000000003,1
533266,24,6,127.96,1
533281,24,18,239.45999999999998,0
533288,24,45,700.89,0
533289,24,17,325.0,0
533290,24,36,818.89,0
533291,24,7,394.75,0
533292,24,6,804.1,0
533293,24,19,309.68,0
533295,24,33,119.92,0
533299,24,29,398.34,0
533300,24,5,488.88,0
533302,24,15,359.1,0
533311,24,60,223.56,0
533313,24,18,598.64,0
533314,24,21,307.12,0
533315,24,23,450.14,0
533316,24,5,876.36,0
533318,24,9,718.44,0
533320,24,3,214.35,1
533325,24,6,572.02,0
533326,24,14,293.74,0
533328,24,4,65.70000000000002,1
533330,24,10,418.24,0
533333,24,19,477.5,0
533337,24,16,316.1,0
533339,24,17,314.4,0
533340,24,3,118.2,1
533341,24,9,170.45000000000002,0
533342,24,19,305.04,0
533343,24,14,361.31,0
533344,23,1,20.0,1
533345,23,3,75.6,1
533346,23,10,110.7,0
533349,23,3,60.67999999999999,1
533350,23,7,107.42,1
533351,23,17,303.18,0
533352,23,2,646.0,0
533353,23,13,369.90000000000003,0
533354,23,2,95.4,1
533356,23,3,55.800000000000004,1
533357,23,15,304.55,0
533358,23,24,643.0,0
533359,23,1,5.9,1
533360,23,41,495.94,0
533361,23,1,2.95,1
533362,23,5,694.6,0
533363,23,40,628.51,0
533364,23,55,606.14,0
533365,23,28,240.47,0
533366,23,26,385.02,0
533369,23,12,177.5,0
533370,23,2,755.0,0
533372,23,22,452.68,0
533373,23,16,479.8,0
533374,23,56,875.81,0
533375,23,6,188.9,0
533376,23,19,754.7,0
533379,23,18,111.97,0
533380,23,25,223.22,0
533396,23,8,278.7,0
533405,23,3,43.2,1
533409,23,1,25.200000000000003,1
533423,23,59,785.39,0
533444,23,27,464.28000000000003,0
533446,23,3,75.9,1
533447,23,51,579.55,0
533448,23,19,457.88000000000005,0
533449,23,9,165.57,0
533452,23,17,767.8000000000001,0
533457,23,1,190.4,1
533459,23,17,813.5,0
533460,23,61,725.88,0
533461,23,24,645.88,0
533462,23,42,315.48,0
533463,23,8,87.6,1
533466,23,24,883.54,0
533468,23,1,27.0,1
533469,23,20,201.34,0
533471,23,11,160.0,0
533472,23,35,765.36,0
533473,23,9,300.24,0
533474,23,35,214.9,0
533475,23,10,142.8,0
533476,23,47,371.0,0
533477,23,23,134.95,0
533478,23,11,156.34,0
533479,23,1,180.0,1
533480,23,3,11.65,1
533481,23,15,237.98000000000002,0
533482,23,13,174.44,0
533483,23,14,322.25,0
533485,23,28,170.5,0
533486,23,33,195.45,0
533487,23,25,456.40000000000003,0
533488,23,18,301.3,0
533489,23,12,197.5,0
533490,23,20,321.24,0
533491,23,13,48.79,1
533492,23,7,115.55000000000001,1
533495,23,7,171.81,0
533496,23,40,641.0600000000001,0
533498,23,12,206.60000000000002,0
533499,23,17,287.25,0
533500,23,11,163.3,0
533501,23,32,139.09,0
533502,23,9,203.45,0
533503,23,50,559.26,0
533504,23,6,133.25,1
533505,23,57,336.8,0
533506,23,22,336.36,0
533507,23,1,18.6,1
533508,23,6,405.0,0
533509,23,40,751.15,0
533510,23,53,294.59000000000003,0
533511,23,6,140.66,0
533517,23,5,9.55,1
533521,23,6,188.22,0
533525,23,5,101.16,1
533528,23,30,500.19100000000003,0
533529,23,8,312.75,0
533530,23,19,437.40999999999997,0
533531,23,6,100.80000000000001,1
533532,23,2,42.6,1
533533,23,11,211.92,0
533534,23,6,315.0,0
533535,23,17,112.44,0
533538,23,3,208.20000000000002,1
533539,23,6,197.5,0
533540,23,14,351.2,0
533541,23,4,399.9,0
533542,23,1,260.09999999999997,1
533543,23,25,198.59,0
533544,23,9,38.95,1
533545,23,8,538.3499999999999,0
533546,23,25,299.82,0
533548,23,12,311.16,0
533549,23,26,134.35,0
533550,23,25,333.13,0
533551,23,21,190.53,0
533553,23,12,114.15,0
533554,23,36,352.78000000000003,0
533555,22,2,386.4,1
533556,22,9,516.6,0
533557,22,3,170.70000000000002,1
533558,22,16,285.37,0
533560,22,6,228.7,0
533561,22,30,655.64,0
533562,22,10,371.1,0
533563,22,7,130.2,0
533565,22,1,29.849999999999998,1
533568,22,24,346.07,0
533569,22,54,240.48,0
533570,22,17,377.06000000000006,0
533571,22,11,175.8,0
533572,22,25,448.04,0
533574,22,7,117.6,1
533575,22,10,146.01,0
533576,22,20,695.17,0
533578,22,14,174.9,0
533579,22,7,513.16,0
533580,22,42,244.51,0
533582,22,1,11.9,1
533583,22,2,195.0,1
533584,22,8,230.12,0
533585,22,22,190.20000000000002,0
533586,22,9,153.4,0
533588,22,2,803.9999999999999,0
533589,22,15,302.04,0
533591,22,24,403.92,0
533592,22,46,201.73,0
533593,22,23,382.20000000000005,0
533594,22,32,122.81,0
533596,22,2,360.0,1
533597,22,43,469.39000000000004,0
533598,22,17,111.5,0
533599,22,8,200.5,0
533624,22,8,556.12,0
533625,22,1,662.4000000000001,1
533644,22,19,158.69,0
533647,22,19,264.85,0
533658,22,19,295.13,0
533661,22,25,458.28,0
533670,22,12,123.2,0
533679,22,9,312.01,0
533691,22,37,285.11,0
533700,22,3,558.0,0
533711,22,4,347.0,0
533730,22,32,180.34,0
533731,22,17,307.25,0
533733,22,7,120.4,0
533734,22,12,660.71,0
533735,22,4,129.04,1
533736,22,23,116.78999999999999,0
533738,22,6,127.0,1
533739,22,3,304.56,0
533741,22,37,833.33,0
533754,22,33,565.03,0
533756,22,6,111.24999999999999,1
533759,22,35,688.4,0
533760,22,7,116.4,1
533762,22,2,7.550000000000001,1
533763,22,11,800.1,0
533764,22,6,339.59999999999997,0
533765,22,5,176.40000000000003,0
533769,22,4,128.45,1
533771,22,31,293.29,0
533773,22,16,78.9,0
533776,22,6,123.3,1
533777,22,3,16.35,1
533779,22,28,432.94,0
533780,22,5,18.01,1
533781,22,15,403.38,0
533782,22,31,479.51,0
533783,22,26,365.82,0
533784,22,5,164.28,1
533785,22,27,464.75,0
533786,22,11,565.74,0
533787,22,1,3.9,1
533788,22,8,143.95,0
533789,22,1,4.95,1
533790,22,13,314.3,0
533791,22,17,365.3,0
533792,22,9,169.23,0
533793,22,6,191.19,0
533794,22,25,165.28,0
533795,22,20,370.0,0
533796,22,19,234.65,0
533797,22,12,350.3,0
533798,22,19,339.75,0
533799,22,40,686.79,0
533800,22,23,160.93,0
533803,22,48,510.25,0
533804,21,1,7.8,1
533805,21,4,65.34,1
533806,21,5,78.75,1
533815,21,15,314.20000000000005,0
533816,21,15,302.6,0
533818,21,25,853.86,0
533819,21,17,405.58000000000004,0
533821,21,19,759.18,0
533822,21,18,539.4,0
533824,21,2,268.0,1
533825,21,1,34.0,1
533826,21,5,180.1,0
533827,21,15,538.64,0
533828,21,21,423.0,0
533829,21,3,135.78,1
533830,21,1,12.600000000000001,1
533831,21,3,44.35,1
533832,21,9,296.40000000000003,0
533835,21,1,88.5,1
533836,21,9,241.6,0
533837,21,7,421.20000000000005,0
533838,21,9,159.7,0
533839,21,3,44.550000000000004,1
533842,21,20,112.65,0
533849,21,26,551.5,0
533860,21,53,319.67,0
533862,21,2,620.1600000000001,0
533877,21,54,889.8,0
533879,21,12,103.34,0
533880,21,7,454.20000000000005,0
533885,21,28,129.02,0
533896,21,46,786.08,0
533898,21,11,336.35,0
533906,21,19,186.9,0
533915,21,18,150.60000000000002,0
533920,21,31,210.44,0
533934,21,16,114.71000000000001,0
533947,21,40,219.97,0
533948,21,27,123.38,0
533949,21,22,378.48,0
533950,21,5,76.15,1
533951,21,9,167.8,0
533954,21,12,172.8,0
533955,21,28,308.69,0
533956,21,22,238.11,0
533957,21,41,239.23000000000002,0
533960,21,7,163.6,0
533961,21,19,123.24,0
533962,21,44,387.84,0
533963,21,6,9.58,1
533965,21,59,792.49,0
533967,21,19,346.94,0
533968,21,48,238.68,0
533971,21,1,14.75,1
533974,21,44,185.09,0
533975,21,15,431.4,0
533976,21,6,12.620000000000001,1
533977,21,24,285.55,0
533978,21,17,740.0,0
533979,21,39,266.8,0
533980,21,10,126.35000000000001,0
533981,21,7,540.04,0
533982,21,9,540.0,0
533983,21,1,6.3,1
533984,21,3,306.0,0
533986,21,33,280.76,0
533987,21,6,170.20000000000002,0
533988,21,6,29.7,1
533989,21,9,643.62,0
533990,21,10,178.95000000000002,0
533991,21,1,30.0,1
533999,21,13,437.37,0
534002,21,18,461.73,0
534008,21,29,556.36,0
534011,21,12,622.56,0
534020,21,29,107.01,0
534021,21,12,212.7,0
534028,21,6,416.52000000000004,0
534030,21,36,605.4,0
534032,21,2,8.4,1
534033,21,22,459.15999999999997,0
534034,21,9,616.02,0
534036,21,1,672.0,1
534037,21,15,224.51,0
534038,21,28,602.95,0
534039,21,1,79.2,1
534040,21,1,22.5,1
534041,21,34,418.87,0
534044,21,1,2.1,1
534046,21,8,100.91000000000001,1
534047,21,21,124.86999999999999,0
534049,21,19,836.08,0
534050,19,18,342.69,0
534051,19,16,353.23,0
534052,19,10,28.0,1
534053,19,19,116.15,0
534054,19,53,494.40000000000003,0
534055,19,14,553.2,0
534056,19,5,100.2,1
534057,19,12,302.58,0
534058,19,7,125.30000000000001,0
534059,19,50,229.55,0
534060,19,7,236.0,0
534062,19,52,241.1,0
534064,19,18,224.5,0
534065,19,13,222.4,0
534067,19,14,119.34,0
534068,19,15,233.84,0
534069,19,2,68.55000000000001,1
534070,19,12,412.35,0
534071,19,23,378.5,0
534072,19,1,127.5,1
534073,19,9,121.65,0
534083,19,43,600.0,0
534091,19,49,382.91,0
534108,19,4,61.5,1
534109,19,19,466.3,0
534111,19,5,130.8,1
534112,19,21,145.89000000000001,0
534114,19,53,779.62,0
534143,19,10,225.05,0
534155,19,38,298.8,0
534156,19,13,322.53000000000003,0
534157,19,31,238.08,0
534158,19,43,299.64,0
534160,19,49,177.92,0
534161,19,15,306.85,0
534162,19,24,383.96999999999997,0
534163,19,17,324.51,0
534165,19,43,219.42,0
534166,19,22,490.49,0
534167,19,10,347.55,0
534169,19,18,312.55,0
534170,19,24,114.52,0
534171,19,22,644.9,0
534173,19,4,87.0,1
534174,19,21,126.11,0
534175,19,38,167.85,0
534176,19,12,108.9,0
534177,19,44,278.85,0
534178,19,36,155.19,0
534179,19,20,311.14,0
534180,19,21,225.61,0
534181,19,20,346.4,0
534182,19,21,194.45000000000002,0
534183,19,13,248.75,0
534184,19,26,579.4,0
534185,19,46,384.16,0
534186,19,12,186.1,0
534189,19,1,3.75,1
534190,19,16,330.35,0
534191,19,12,176.9,0
534192,19,3,85.9,1
534193,19,25,197.5,0
534195,19,14,268.2,0
534196,19,32,234.5,0
534197,19,5,72.2,1
534198,19,11,163.45,0
534200,19,25,431.95000000000005,0
534201,19,44,349.51,0
534202,19,5,233.0,0
534203,19,44,194.4,0
534204,19,19,311.1,0
534205,19,34,174.07,0
534208,19,5,106.20000000000002,1
534211,19,18,302.25,0
534212,19,1,4.949999999999999,1
534213,19,60,362.09,0
534214,19,19,347.2,0
534215,19,10,156.53,0
534217,19,18,680.8,0
534218,19,45,234.62,0
534220,19,13,222.88,0
534222,18,8,842.0,0
534223,18,5,199.3,0
534224,18,4,303.15000000000003,0
534225,18,3,303.45000000000005,0
534227,18,21,529.1,0
534228,18,10,147.45,0
534229,18,4,94.2,1
534230,18,9,263.22,0
534232,18,27,641.52,0
534233,18,7,225.2,0
534234,18,13,222.39999999999998,0
534235,18,47,439.33000000000004,0
534236,18,8,154.9,0
534237,18,4,166.2,1
534238,18,33,515.83,0
534239,18,21,222.75,0
534240,18,7,396.84000000000003,0
534242,18,1,165.0,1
534244,18,52,493.45,0
534257,18,23,202.85,0
534270,18,2,37.5,1
534279,18,12,360.48,0
534285,18,8,309.5,0
534305,18,1,45.0,1
534321,18,61,807.85,0
534327,18,33,241.42,0
534346,18,10,381.5,0
534347,18,30,389.27,0
534361,18,21,295.09000000000003,0
534362,18,57,469.92,0
534366,18,4,172.8,1
534368,18,17,352.44,0
534371,18,24,155.85,0
534374,18,1,58.0,1
534375,18,8,663.8,0
534376,18,3,172.2,1
534377,18,22,109.69,0
534380,18,34,141.47,0
534381,18,1,30.0,1
534382,18,32,321.57,0
534383,18,56,360.31,0
534384,18,17,292.65,0
534385,18,3,323.7,0
534387,18,26,495.74,0
534391,18,10,213.05,0
534392,18,34,608.7,0
534393,18,2,600.0,0
534394,18,25,177.93,0
534395,18,1,864.0,0
534397,18,22,665.17,0
534398,18,5,135.0,1
534399,18,17,313.0,0
534400,18,3,92.75,1
534401,18,51,420.75,0
534402,18,14,327.21000000000004,0
534404,18,55,298.81,0
534405,18,9,238.72000000000003,0
534406,18,1,39.95,1
534407,18,15,172.6,0
534409,18,7,164.96,0
534411,18,12,205.3,0
534412,18,30,264.45,0
534413,18,6,302.1,0
534414,18,8,167.64,0
534429,18,5,20.55,1
534432,18,55,163.15,0
534438,18,31,166.62,0
534439,18,10,100.57000000000001,0
534440,18,7,305.7,0
534441,18,14,319.91,0
534443,18,20,314.96,0
534444,18,23,344.1,0
534445,18,4,32.199999999999996,1
534446,18,10,284.21,0
534447,18,27,733.85,0
534448,18,4,114.75,1
534449,18,21,260.31,0
534450,18,27,513.05,0
534451,18,7,497.79999999999995,0
534452,18,2,86.25,1
534453,18,15,273.95,0
534454,18,2,23.8,1
534455,18,34,272.74,0
534456,17,4,408.0,0
534457,17,1,139.2,1
534458,17,9,318.6,0
534460,17,3,150.0,1
534461,17,4,100.80000000000001,1
534462,17,8,132.65,0
534464,17,11,186.3,0
534465,17,7,113.35,1
534466,17,28,628.51,0
534467,17,3,68.4,1
534469,17,1,86.39999999999999,1
534470,17,22,196.7,0
534471,17,17,292.82,0
534472,17,29,114.71000000000001,0
534473,17,21,317.5,0
534474,17,2,171.6,1
534489,17,15,302.95,0
534497,17,59,312.0,0
534499,17,38,188.15,0
534500,17,38,393.56,0
534504,17,36,713.85,0
534505,17,2,887.3999999999999,0
534506,17,22,728.3199999999999,0
534507,17,58,531.45,0
534508,17,32,213.08,0
534509,17,1,33.9,1
534510,17,45,582.1,0
534511,17,23,547.9,0
534512,17,22,372.53999999999996,0
534513,17,10,224.75,0
534515,17,1,100.0,1
534516,17,9,129.57,0
534518,17,9,203.4,0
534521,17,15,235.87,0
534524,17,2,31.1,1
534531,17,10,236.95000000000002,0
534539,17,6,147.9,0
534543,17,8,137.70000000000002,0
534555,17,38,761.3,0
534563,17,14,112.57,0
534569,17,22,443.6,0
534579,17,21,241.35,0
534583,17,8,438.75,0
534605,17,22,247.47,0
534623,17,39,396.44,0
534630,17,41,163.21,0
534633,17,42,113.28,0
534635,17,28,456.5,0
534637,17,3,494.34999999999997,0
534643,17,1,34.8,1
534644,17,1,17.4,1
534645,17,55,398.28,0
534646,17,1,11.8,1
534648,17,8,659.46,0
534649,17,25,215.65,0
534650,17,6,179.56,0
534651,17,25,132.55,0
534653,17,4,193.60000000000002,1
534654,17,3,32.15,1
534655,17,25,426.71,0
534657,17,10,350.99,0
534658,17,55,130.15,0
534659,17,20,297.29,0
534660,17,18,348.99,0
534661,17,3,27.75,1
534662,17,18,441.35,0
534664,17,9,82.5,1
534665,17,7,420.91999999999996,0
534667,17,19,339.44,0
534668,17,17,323.11,0
534669,17,43,254.03,0
534670,17,31,74.5,0
534671,17,20,252.11,0
534672,17,21,120.6,0
534673,17,25,157.46,0
534674,17,2,47.5,1
534676,17,2,40.8,1
534679,17,25,609.95,0
534680,17,17,270.1,0
534683,17,1,19.799999999999997,1
534684,17,8,124.6,0
534685,17,3,244.44000000000003,1
534686,17,19,359.69,0
534687,17,43,387.32,0
534690,17,2,306.0,1
534691,17,7,114.39,1
534692,17,3,51.0,1
534693,17,20,515.7,0
534694,17,8,154.44,0
534696,17,8,154.48,0
534697,17,26,609.19,0
534699,17,2,20.4,1
534700,17,3,48.85,1
534702,17,2,30.300000000000004,1
534703,17,13,200.19,0
534705,17,50,684.8,0
534706,17,1,8.5,1
534707,17,1,525.5999999999999,1
534708,17,18,694.12,0
534710,17,11,183.89999999999998,0
534711,17,29,583.39,0
534712,17,16,514.55,0
534713,17,22,298.45,0
534714,17,45,333.97,0
534715,17,10,409.98,0
534718,17,18,319.75,0
534720,17,11,188.6,0
534721,17,15,223.6,0
534722,17,19,308.49,0
534723,17,5,259.35,0
534724,17,18,304.95,0
534726,17,1,175.2,1
534728,17,4,447.24,0
534730,17,13,209.49,0
534735,17,1,3.9,1
534737,17,10,657.73,0
534738,17,28,587.24,0
534739,16,16,356.1,0
534740,16,11,159.72,0
534741,16,1,390.0,1
534742,16,15,326.74,0
534743,16,11,112.05000000000001,0
534744,16,26,411.63,0
534745,16,2,85.0,1
534746,16,11,443.28,0
534749,16,12,167.66,0
534751,16,59,826.81,0
534753,16,16,361.09000000000003,0
534755,16,52,616.6,0
534758,16,1,417.59999999999997,1
534759,16,1,163.2,1
534760,16,1,720.0,0
534761,16,11,463.95000000000005,0
534762,16,5,302.8,0
534764,16,9,153.77,0
534765,16,18,172.1,0
534766,16,9,135.65,0
534767,16,20,395.1,0
534768,16,9,645.4000000000001,0
534769,16,23,367.27,0
534770,16,3,92.6,1
534772,16,21,498.75,0
534773,16,1,17.4,1
534774,16,1,300.96,1
534775,16,9,300.65,0
534776,16,1,325.44,1
534777,16,1,350.4,1
534779,16,12,63.35,0
534780,16,1,0.95,1
534783,16,1,2.5,1
534786,16,39,214.49,0
534794,16,43,356.64,0
534796,16,2,5.85,1
534797,16,26,165.91,0
534799,16,18,305.45,0
534801,16,40,747.26,0
534802,16,1,408.0,1
534804,16,27,349.85,0
534805,16,7,279.44,0
534807,16,25,301.07,0
534808,16,42,172.49,0
534809,16,6,164.05,0
534811,16,14,260.40000000000003,0
534812,16,49,237.42,0
534813,16,22,534.1,0
534814,16,28,133.46,0
534816,16,6,413.64,0
534818,16,26,123.64999999999999,0
534820,16,42,300.07,0
534821,16,9,141.9,0
534829,16,23,202.46,0
534830,16,23,670.9,0
534832,16,18,307.87,0
534834,16,2,5.9,1
534835,16,3,10.75,1
534836,16,12,370.97,0
534839,16,61,271.55,0
534840,16,16,134.9,0
534841,16,51,541.92,0
534842,16,7,112.8,1
534843,16,6,132.5,1
534844,16,45,253.54999999999998,0
534846,16,22,515.87,0
534848,16,37,208.57,0
534851,16,14,579.89,0
534853,16,4,10.65,1
534854,16,46,239.26,0
534855,16,1,1.25,1
534856,16,8,229.20000000000002,0
534857,16,5,123.75,1
534858,16,1,4.25,1
534860,16,14,239.9,0
534861,16,8,151.49,0
534862,16,11,433.36,0
534864,16,16,619.57,0
534866,16,16,114.14999999999999,0
534869,16,46,880.8,0
534871,16,1,5.1,1
534872,16,1,5.1,1
534873,16,4,295.79999999999995,0
534875,16,1,74.0,1
534876,16,7,106.72,1
534879,16,2,193.04999999999998,1
534882,16,9,111.60000000000001,0
534884,16,6,731.1,0
534885,16,29,166.51,0
534887,16,58,246.99,0
534888,16,3,154.36,1
534889,16,2,108.30000000000001,1
534890,16,40,325.26,0
534894,16,11,216.04,0
534900,16,4,395.45,0
534902,16,35,168.12,0
534914,16,1,12.600000000000001,1
534935,16,29,121.10000000000001,0
534943,16,4,126.30000000000001,1
534944,16,19,151.6,0
534946,16,8,320.05,0
534948,16,15,335.26,0
534956,16,4,111.4,1
534959,16,11,309.18,0
534980,16,3,66.8,1
535014,16,8,388.20000000000005,0
535016,16,24,437.35,0
535017,16,5,282.71999999999997,0
535018,16,25,888.47,0
535019,16,8,154.8,0
535039,16,6,21.86,1
535040,16,20,335.02000000000004,0
535041,16,18,145.01,0
535066,16,37,188.1,0
535077,16,3,148.05,1
535078,15,4,334.75,0
535079,15,3,77.8,1
535080,15,13,695.8000000000001,0
535081,15,4,211.8,1
535082,15,13,256.55,0
535083,15,4,121.49999999999999,1
535084,15,53,266.86,0
535085,15,27,593.0799999999999,0
535086,15,2,130.65,1
535088,15,17,300.37,0
535089,15,12,575.6,0
535090,15,42,765.72,0
535091,15,32,669.59,0
535092,15,20,305.08,0
535094,15,13,297.07,0
535095,15,5,186.1,0
535096,15,6,297.0,0
535097,15,31,560.72,0
535100,15,9,272.2,0
535101,15,4,200.39999999999998,1
535102,15,29,219.43,0
535103,15,11,324.45,0
535105,15,1,120.0,1
535106,15,6,300.4,0
535108,15,50,310.42,0
535113,15,15,411.15,0
535114,15,1,67.5,1
535124,15,21,735.9000000000001,0
535139,15,37,169.78,0
535173,15,9,595.6,0
535181,15,19,615.8,0
535182,15,8,151.54000000000002,0
535187,15,4,439.59999999999997,0
535192,15,6,279.6,0
535195,15,18,384.62,0
535196,15,1,25.200000000000003,1
535204,15,3,61.199999999999996,1
535215,15,43,210.66,0
535221,15,36,405.48,0
535227,15,2,489.6,0
535229,15,27,550.75,0
535231,15,11,500.18,0
535240,15,28,137.65,0
535241,15,42,222.72,0
535242,15,24,218.48,0
535243,15,1,876.0,0
535244,15,2,40.5,1
535245,15,26,160.8,0
535247,15,13,439.65000000000003,0
535248,15,25,579.2,0
535249,15,6,102.03,1
535250,15,47,117.37,0
535251,15,13,722.28,0
535252,15,3,756.3599999999999,0
